"ENSEMBL","SYMBOL","baseMean","log2FC_raw","lfcSE","stat","pvalue","padj","log2FC_shrunk"
"ENSG00000089737","DDX24",9231.3062523775,0.15503257765248,0.0568923198926223,2.72501768156205,0.00642980435983219,0.0448334314899471,0.140581689625719
"ENSG00000139620","KANSL2",1834.76166708973,0.151668982833167,0.0498074358657924,3.04510722539188,0.0023259736836253,0.022594992730358,0.140580769451003
"ENSG00000116237","ICMT",6461.57731166362,0.154462563652745,0.056087318330099,2.75396592762135,0.00588778973953112,0.0422182848942855,0.140421245987605
"ENSG00000118160","SLC8A2",115.804563550693,-1.42512106006125,0.360468504707003,-3.95352448674988,7.70083789003385e-05,0.0019163599847631,-0.140281225839139
"ENSG00000205642","VCX3B",1.36210426643956,-1.31480226827364,0.480049651157594,-2.73888808189553,0.00616473552098857,0.0436133125542923,-0.13980418073878
"ENSG00000173237","C11orf86",1.47537544386183,-2.41373725874386,0.593603475988544,-4.06624515586637,4.77766769332998e-05,0.00135629732790206,-0.139666047140356
"ENSG00000186298","PPP1CC",8936.49522753887,0.154405982022776,0.057864976011202,2.66838410151392,0.00762170692637656,0.0497312097345664,0.139501545538472
"ENSG00000118298","CA14",144.021861729352,-0.781515146017894,0.208282896775456,-3.75218108695898,0.000175302760862263,0.0035482467291816,-0.138706039797886
"ENSG00000170835","CEL",82.8695777935413,-0.744791682468416,0.260004896371131,-2.86452944872738,0.00417629320263733,0.0337125441732939,-0.138552794186466
"ENSG00000130749","ZC3H4",3331.8864188009,0.146436828165852,0.0451420221991708,3.24391378657694,0.00117899425758539,0.0139841683259908,0.137401838121128
"ENSG00000164756","SLC30A8",3112.35267134537,-2.54336855224905,0.485243037078779,-5.24143235018977,1.59334892722721e-07,1.59478061077853e-05,-0.137325743626739
"ENSG00000092199","HNRNPC",28935.7375606508,0.146982797245781,0.0467461111291499,3.14427860832525,0.00166496840592356,0.0179126600932785,0.137299315811499
"ENSG00000170144","HNRNPA3",16136.179768672,0.146736231567747,0.047148724884804,3.1121993633181,0.00185699046806407,0.0194527896224746,0.136897429057742
"ENSG00000117751","PPP1R8",2700.83292497824,0.136054226733535,0.0439031285069934,3.0989642733971,0.00194198436334865,0.0200500091646481,0.132671819037646
"ENSG00000171720","HDAC3",2760.54075009153,-0.144858925155963,0.0535785363921499,-2.70367454787711,0.00685774198391493,0.0467300885320114,-0.132236211147158
"ENSG00000102886","GDPD3",370.011273093044,-0.87437126348235,0.277227343580819,-3.15398637157683,0.0016105660684401,0.0174848908993743,-0.132088053207935
"ENSG00000238269","PAGE2B",4.29518460833568,-2.31665078627665,0.522715618072388,-4.43195249229348,9.33835961163663e-06,0.000411002544774563,-0.131947637449241
"ENSG00000205420","KRT6A",137.963079384762,-1.34229564049933,0.416115612758091,-3.22577572036375,0.00125631762470717,0.0146513135490752,-0.130662433177179
"ENSG00000063978","RNF4",4951.82068778744,0.141389096328558,0.0515761788243073,2.74136431879135,0.0061184624663097,0.0433544375628978,0.129874834343324
"ENSG00000122145","TBX22",8.74649606501563,-2.07303699159909,0.433749694360096,-4.77933937142575,1.7587211546023e-06,0.000110153748399969,-0.128313791133901
"ENSG00000157093","LYZL4",1.1003735037976,-1.38331299892063,0.501474003978022,-2.7584939357719,0.0058068382577684,0.0419627278169804,-0.126888207010933
"ENSG00000212901","KRTAP3-1",4.79725401868283,-1.55633518438519,0.485202487018641,-3.20759935495838,0.00133847818456285,0.0153693331538938,-0.126747623737315
"ENSG00000087274","ADD1",14662.4281801599,0.136967696242867,0.0495960759378533,2.76166397548257,0.00575076310013099,0.0417565542815754,0.126444482831172
"ENSG00000166825","ANPEP",6979.39615382486,-1.16658913337358,0.290131731288044,-4.02089467496194,5.79775247878269e-05,0.00156165251158209,-0.126196046981428
"ENSG00000105668","UPK1A",73.6089356157716,-1.07337368705179,0.392822947237074,-2.73246177343096,0.0062862965812987,0.044211397982255,-0.125571250349556
"ENSG00000164411","GJB7",9.35534029821476,-2.08426686220066,0.451541455701438,-4.61589259609153,3.91409345713103e-06,0.000208050908301448,-0.124995171878375
"ENSG00000103316","CRYM",185.50761256862,-1.73485647593945,0.350281429426572,-4.9527503607014,7.31718216877621e-07,5.50725563820539e-05,-0.124986717794298
"ENSG00000162631","NTNG1",270.716692000125,-1.89803820114522,0.438956371603693,-4.32397915585751,1.53239781489812e-05,0.000590319184048816,-0.124874507686566
"ENSG00000196289","BECN2",1.20928652542392,-1.6991215614641,0.53631301971187,-3.16815273732669,0.00153410900664267,0.0168591991631841,-0.123976583101221
"ENSG00000180176","TH",35.7025627526982,-1.12362437044039,0.419634338412437,-2.67762732356769,0.00741456658031649,0.049061598996327,-0.123767903742278
"ENSG00000166415","WDR72",267.835306214236,-1.18620700217212,0.419416657418688,-2.82823054637998,0.00468060852995658,0.036115372407461,-0.123273365281389
"ENSG00000118432","CNR1",180.921860381953,-1.00616856360105,0.320754247122351,-3.13688305806672,0.00170754218899104,0.0182306094785321,-0.121673096365831
"ENSG00000167656","LY6D",20.2734954035117,-1.89838562618092,0.439259003858373,-4.32179103787479,1.54767730887097e-05,0.000594925829051624,-0.120849167273079
"ENSG00000124107","SLPI",1326.15791340335,-1.09746699415876,0.289902155826729,-3.78564619855638,0.000153309668622369,0.00321197203980408,-0.120400838262693
"ENSG00000166159","LRTM2",137.943370556918,-2.42046335339472,0.428266274488047,-5.65177203432178,1.58802113395161e-08,2.49528268179606e-06,-0.120099561364411
"ENSG00000105323","HNRNPUL1",14572.1023095947,0.157895640224165,0.051205793560663,3.0835503025084,0.00204546526930221,0.0207712127942237,0.119758127669842
"ENSG00000197888","UGT2B17",151.605269670046,-3.07832421245986,0.518870374591054,-5.93274228632928,2.97916284780704e-09,6.5132501360671e-07,-0.119329875876664
"ENSG00000100811","YY1",7419.51196909533,0.128606153448708,0.0480854511935847,2.67453357005966,0.00748332836846765,0.0493330759246743,0.118995734797887
"ENSG00000172782","FADS6",4.6936732393107,-1.42211960079247,0.409959727958849,-3.46892512558019,0.000522545063155479,0.00790570077390548,-0.118012381318432
"ENSG00000152910","CNTNAP4",2.27740278824774,-1.94658023631461,0.575937114937396,-3.37984857344401,0.000725257760837454,0.00997814306442498,-0.116879354981418
"ENSG00000140519","RHCG",26.9621426403361,-1.02474157262193,0.348444663247683,-2.94090190123967,0.00327258156628129,0.0283060133253485,-0.116812013952243
"ENSG00000165643","SOHLH1",5.03363701693442,-1.35193701644575,0.502323768784035,-2.6913658091839,0.00711601196196367,0.0477949464846851,-0.11591998362856
"ENSG00000083896","YTHDC1",5796.46220338958,0.122722092615918,0.041004490703685,2.99289396136528,0.00276345746201064,0.025346550699947,0.115824261758681
"ENSG00000128683","GAD1",162.590669071528,-2.08703937747502,0.368649953700278,-5.6613037829698,1.50227213932698e-08,2.40269650283609e-06,-0.114014542779
"ENSG00000185736","ADARB2",58.5240611996677,-0.914386532743146,0.30434762930352,-3.00441483587588,0.00266092242259777,0.0247482364257497,-0.112958808288419
"ENSG00000143355","LHX9",10.9094320620725,-1.87796125302233,0.492847031946829,-3.81043433619569,0.000138722855861837,0.00296179084273312,-0.112743313991954
"ENSG00000116560","SFPQ",18209.5712395126,0.119970220003387,0.0444664736162522,2.69799267283338,0.00697589760632649,0.0471852660424553,0.112005938323713
"ENSG00000085741","WNT11",319.859385649504,-1.42517899050341,0.305213298666258,-4.66945246727865,3.02003563304322e-06,0.00017119588067944,-0.111950725707267
"ENSG00000077327","SPAG6",503.927613276529,-2.41094991181737,0.467088849439507,-5.16165161020316,2.44780527761982e-07,2.19237679690019e-05,-0.111628630891877
"ENSG00000111249","CUX2",94.1934939369224,-1.40834154246485,0.363153622714927,-3.87808754855899,0.000105280832728237,0.00241794163256727,0.110651547712495
"ENSG00000120948","TARDBP",5061.56185929541,0.115264214535284,0.040620519060964,2.83758595901478,0.00454561052104964,0.035325605754257,0.108724165543667
"ENSG00000115290","GRB14",816.007489139908,-1.07949266977935,0.38667777192454,-2.79171120803398,0.00524301275006254,0.0390674240398795,-0.107883979436804
"ENSG00000171450","CDK5R2",27.0189607702985,-2.98421478490252,0.607519955818949,-4.91212635291913,9.00939608478025e-07,6.40861333131396e-05,-0.106860850369675
"ENSG00000156689","GLYATL2",493.553718013114,-1.07211597675478,0.337869122632588,-3.17316944620783,0.00150784494157462,0.016672855826189,-0.106276682760314
"ENSG00000144771","LRTM1",1.11432190223889,-1.84704778141344,0.601892604280711,-3.0687331398942,0.00214968521618209,0.0214554023352775,-0.105308776410871
"ENSG00000169900","PYDC1",437.672903864115,-2.46137422514713,0.465247725098243,-5.29045945281598,1.22009469626255e-07,1.27810270726029e-05,-0.104386361670893
"ENSG00000178403","NEUROG2",12.0457879955028,-2.07173001716504,0.501364365896336,-4.13218441135364,3.59331941230704e-05,0.0011021768943948,-0.104206621179816
"ENSG00000122679","RAMP3",2398.5602810031,-0.726060816387624,0.254723434678831,-2.85038876498773,0.00436658208715408,0.0345183516889634,-0.1038130333538
"ENSG00000145794","MEGF10",396.507717149815,-0.776391675784247,0.287880002195062,-2.696928129305,0.00699823727607259,0.0472697678455084,-0.103474705402301
"ENSG00000243480","AMY2A",4.14171336128384,-2.74941498997574,0.655827302231074,-4.19228504306307,2.76158706582227e-05,0.000918403802771344,-0.1029326640776
"ENSG00000156413","FUT6",150.995411559919,-3.07592523234236,0.470976436668415,-6.53095355279509,6.53522653136569e-11,2.6605798376444e-08,-0.10262856434006
"ENSG00000132026","RTBDN",63.986645803383,-2.08487887969558,0.428236429875122,-4.86852293323936,1.12435476314136e-06,7.51513689259375e-05,-0.101377811571076
"ENSG00000008226","DLEC1",76.0512159685253,-0.982457772209634,0.20682780506924,-4.75012424891681,2.03291703221405e-06,0.000126005684422319,-0.101226580121253
"ENSG00000162624","LHX8",5.48741967367285,-1.50538608551431,0.434022560907448,-3.46845123066154,0.000523467529412565,0.00791297371676563,-0.100724110566993
"ENSG00000196091","MYBPC1",1135.63077613928,-1.58344377159771,0.460874016554152,-3.43574103707723,0.000590935531874711,0.00855042664173804,0.100293722250118
"ENSG00000047457","CP",2590.9470444073,-1.98107920153577,0.378208097150351,-5.23806660000782,1.62267509980563e-07,1.61483217015657e-05,-0.0998256077179583
"ENSG00000133636","NTS",241.958879690441,-4.17500050055154,0.633244203429124,-6.59303390057613,4.30928126001068e-11,1.91633045476552e-08,-0.0998209342489548
"ENSG00000186474","KLK12",59.6313632477597,-3.42652882434104,0.612719163887277,-5.59233173417019,2.24040239745866e-08,3.2627909061526e-06,-0.0997977418522702
"ENSG00000179292","TMEM151A",26.9196446984621,-1.40040861402436,0.406170699234414,-3.44783268872908,0.00056510397545153,0.00827018587603208,-0.0992118603580579
"ENSG00000196604","POTEF",25.6698905433607,-1.33465928165015,0.321391901781206,-4.15274707997697,3.28507753417859e-05,0.00103967480335232,-0.098683369596334
"ENSG00000183185","GABRR3",2.08521032442554,-2.09324144959655,0.633819291857473,-3.30258399592428,0.00095798392017557,0.0121018095642489,-0.0978001432958467
"ENSG00000171401","KRT13",138.714364611512,-2.22906868467169,0.555991461322475,-4.0091779096205,6.09304992431337e-05,0.00160980535832191,-0.0963509752719381
"ENSG00000105141","CASP14",322.858948823385,-2.91066925515959,0.514778929592873,-5.65421210510999,1.56562777473682e-08,2.48186640078412e-06,-0.0961957012007136
"ENSG00000198765","SYCP1",8.8447271024045,-1.45586056010578,0.511680064913511,-2.84525558046093,0.00443758013636725,0.0347422958840675,-0.0956604970945038
"ENSG00000183072","NKX2-5",18.2577377854751,-2.62828263491098,0.560079711469759,-4.69269388104391,2.69630799050599e-06,0.00015580311301269,-0.0955927771117605
"ENSG00000167800","TBX10",16.1444011405614,-2.12375085280768,0.602804667946047,-3.52311613651566,0.000426504425292675,0.00689306016510733,-0.0954080901777757
"ENSG00000234068","PAGE2",4.04983702320235,-2.56629491517768,0.671058050272499,-3.82425173818505,0.000131169841256251,0.00283431286661427,-0.0950730036513533
"ENSG00000151834","GABRA2",49.8303445462432,-1.37905006284967,0.374720856764655,-3.68020631345799,0.000233045324846429,0.00436667458574694,-0.0945255373515109
"ENSG00000156234","CXCL13",1830.70646143033,-1.0511400885275,0.386410549165077,-2.72026757757704,0.00652291095491621,0.0453199538942105,-0.0938239863705788
"ENSG00000109182","CWH43",35.3131082067275,-1.16916097457755,0.412969379049794,-2.83110814963493,0.00463870333604533,0.0359088560322299,-0.0932357892263629
"ENSG00000170231","FABP6",35.013628374048,-1.66807085302382,0.430163177083908,-3.87776300224425,0.000105421337298891,0.00241794163256727,-0.0931456124823119
"ENSG00000100604","CHGA",666.423772440666,-2.39445653220651,0.590943528317296,-4.05192106769439,5.07988042195593e-05,0.00141959279248825,-0.0924969337494404
"ENSG00000168509","HFE2",1.80138769794246,-1.2754670932479,0.414191194221644,-3.07941624795955,0.00207406676588639,0.0209311312548298,-0.0922223426257517
"ENSG00000087884","AAMDC",485.48096298046,-0.48846454356883,0.165496780616941,-2.95150480721091,0.00316229623690329,0.027632298776414,-0.0918474061549034
"ENSG00000125820","NKX2-2",31.0633445367018,-4.64365258853907,0.666870739974852,-6.96334733281923,3.32281221741865e-12,2.20450130557853e-09,-0.0902904260251187
"ENSG00000171557","FGG",75.652727910572,-3.29761232197056,0.62749077581256,-5.25523633028766,1.47834510856279e-07,1.51323405312487e-05,-0.089214810505097
"ENSG00000148677","ANKRD1",21.3395198493751,0.786264392651805,0.288008047041798,2.73000841722209,0.00633327084832406,0.044419687042298,0.0874541616999533
"ENSG00000022355","GABRA1",4.06187370508467,-2.43716852883904,0.697995177363566,-3.49166958150714,0.000480011647453399,0.00744454427777726,-0.0869019502557258
"ENSG00000185860","CCDC190",5.82589664133725,-2.53150684391749,0.553182588220168,-4.57625908303164,4.73364260045925e-06,0.000239530338706289,-0.086800325924591
"ENSG00000125831","CST11",1.70060360702252,-2.15501679449185,0.637836574529304,-3.37863471702317,0.000728467308248384,0.0100069285986605,-0.0848498630630347
"ENSG00000175121","WFDC5",2.66782902558206,-1.69521864094353,0.603216291199177,-2.81029983055246,0.0049495366447311,0.0375682414902832,0.083449233345361
"ENSG00000204001","LCN8",1.78021464459171,-2.04590303535465,0.673420643288607,-3.03807591249893,0.0023809396791945,0.0229299852007586,-0.0826804321539102
"ENSG00000168703","WFDC12",1.34952110115458,-1.8434109927943,0.583360865809454,-3.15998398390409,0.00157777811732863,0.0172019107825367,-0.082501387922811
"ENSG00000009709","PAX7",97.2341995628339,-3.19573956869452,0.592848284368521,-5.39048463655166,7.02679232507525e-08,8.12070522058535e-06,-0.0824403902684776
"ENSG00000184471","C1QTNF8",1.04144222053484,-2.14882574510002,0.656577238509996,-3.27276917179837,0.00106499413017085,0.0130133475122076,-0.082339014611439
"ENSG00000107518","ATRNL1",806.742884030753,-1.16153024057339,0.354006150582653,-3.28110186408244,0.00103402392828653,0.0127675589524482,-0.0821506273504135
"ENSG00000256394","ASIC5",2.50589640831656,-1.61371075918858,0.574051736314573,-2.81108941425496,0.00493740627086487,0.0375079552714175,-0.0821056552404693
"ENSG00000171564","FGB",179.445802372683,-2.63938514764106,0.644502704970874,-4.09522741686606,4.21754185040258e-05,0.0012549639064163,-0.0816475883489322
"ENSG00000213759","UGT2B11",747.834323260103,-3.35139413062304,0.544809189341137,-6.15150073859076,7.67531688777372e-10,2.29146585684484e-07,0.0806785109664533
"ENSG00000180777","ANKRD30B",893.167765344352,-1.02752252686829,0.317417397767861,-3.23713361048898,0.00120736868447329,0.0142286810822172,-0.0800940544965168
"ENSG00000174015","SPERT",11.8786565506455,-2.32907968182949,0.547211754967821,-4.25626763439403,2.07867859900727e-05,0.000740265800079867,-0.079180989908047
"ENSG00000101842","VSIG1",64.1012048330645,-0.840674326325602,0.248259797219561,-3.38626848060345,0.00070850030939812,0.00979272071161151,-0.0789669800837149
